section_title,count
"9.10. В СЛУЧАЕ НЕИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ КОНТРАКТУ:",1
"9.12. ОПЛАТА ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ КОНТРАКТУ НЕ ОСВОБОЖДАЕТ ПОСТАВЩИКА ОТ ОБЯЗАННОСТИ БЕЗВОЗМЕЗДНО УСТРАНИТЬ ВЫЯВЛЕННЫЕ НЕДОСТАТКИ.",1
"10.3. ЛЮБЫЕ СПОРЫ, НЕ УРЕГУЛИРОВАННЫЕ ВО ВНЕСУДЕБНОМ ПОРЯДКЕ, РАЗРЕШАЮТСЯ АРБИТРАЖНЫМ СУДОМ _________________ ОБЛАСТИ.",1
"12.3. В СЛУЧАЕ ПРИНЯТИЯ ЗАКАЗЧИКОМ РЕШЕНИЯ ОБ ОДНОСТОРОННЕМ ОТКАЗЕ ОТ ИСПОЛНЕНИЯ КОНТРАКТА:",1
"12.7. ЗАКАЗЧИК ОБЯЗАН ПРИНЯТЬ РЕШЕНИЕ ОБ ОДНОСТОРОННЕМ ОТКАЗЕ ОТ ИСПОЛНЕНИЯ КОНТРАКТА, ЕСЛИ В ХОДЕ ИСПОЛНЕНИЯ КОНТРАКТА УСТАНОВЛЕНО, ЧТО:",1
"13.2. ПОДПИСАНИЕ ЭЛЕКТРОННОГО ДОКУМЕНТА С ПОМОЩЬЮ КЭП ПОСРЕДСТВОМ МИК И ЭДО «FINTENDER EDS» ОЗНАЧАЕТ, ЧТО ДОКУМЕНТЫ И СВЕДЕНИЯ, ПОДАННЫЕ В ЭЛЕКТРОННОЙ ФОРМЕ:",1
"14.4. ПОСТАВЩИК НЕСЕТ ОТВЕТСТВЕННОСТЬ ЗА ДЕЙСТВИЯ, ЛИБО БЕЗДЕЙСТВИЯ ПРИВЛЕКАЕМЫХ ИМ К ИСПОЛНЕНИЮ НАСТОЯЩЕГО КОНТРАКТА ИНЫХ ЛИЦ, КАК ЗА СВОИ СОБСТВЕННЫЕ.",1
"14.10. НЕОТЪЕМЛЕМЫМИ ЧАСТЯМИ КОНТРАКТА ЯВЛЯЮТСЯ СЛЕДУЮЩИЕ ПРИЛОЖЕНИЯ:",1
"3.1. ПОСТАВЩИК САМОСТОЯТЕЛЬНО ДОСТАВЛЯЕТ ТОВАР ЗАКАЗЧИКУ ПО АДРЕСУ: ______________ (ДАЛЕЕ - МЕСТО ДОСТАВКИ). ПОСТАВКА ТОВАРА ОСУЩЕСТВЛЯЕТСЯ В СРОК НЕ БОЛЕЕ 60 КАЛЕНДАРНЫХ ДНЕЙ С МОМЕНТА ЗАКЛЮЧЕНИЯ КОНТРАКТА. ДОСТАВКА ТОВАРА ДО МЕСТА ПОЛУЧАТЕЛЯ, ПОГРУЗОЧНО-РАЗГРУЗОЧНЫЕ РАБОТЫ ОСУЩЕСТВЛЯЮТСЯ СИЛАМИ И ЗА СЧЕТ СРЕДСТВ ПОСТАВЩИКА.",1
"3.5. В ТЕЧЕНИЕ ДВАДЦАТИ РАБОЧИХ ДНЕЙ, СЛЕДУЮЩИХ ЗА ДНЕМ ПОСТУПЛЕНИЯ ДОКУМЕНТА О ПРИЕМКЕ, ЗАКАЗЧИК ОСУЩЕСТВЛЯЕТ ОДНО ИЗ СЛЕДУЮЩИХ ДЕЙСТВИЙ:",1
"6.4. ЗА КАЖДЫЙ ФАКТ НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ПОСТАВЩИКОМ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ЗА ИСКЛЮЧЕНИЕМ ПРОСРОЧКИ ИСПОЛНЕНИЯ ПОСТАВЩИКОМ ОБЯЗАТЕЛЬСТВ (В ТОМ ЧИСЛЕ ГАРАНТИЙНОГО ОБЯЗАТЕЛЬСТВА), ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ПОСТАВЩИК УПЛАЧИВАЕТ ЗАКАЗЧИКУ ШТРАФ. РАЗМЕР ШТРАФА ОПРЕДЕЛЯЕТСЯ В СООТВЕТСТВИИ С ПРАВИЛАМИ ОПРЕДЕЛЕНИЯ РАЗМЕРА ШТРАФА, НАЧИСЛЯЕМОГО В СЛУЧАЕ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ЗАКАЗЧИКОМ, НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ПОСТАВЩИКОМ (ПОДРЯДЧИКОМ, ИСПОЛНИТЕЛЕМ) ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ (ЗА ИСКЛЮЧЕНИЕМ ПРОСРОЧКИ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ЗАКАЗЧИКОМ, ПОСТАВЩИКОМ (ПОДРЯДЧИКОМ, ИСПОЛНИТЕЛЕМ), УТВЕРЖДЕННЫМИ ПОСТАНОВЛЕНИЕМ ПРАВИТЕЛЬСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ОТ 30 АВГУСТА 2017 Г. N 1042 (ДАЛЕЕ - ПРАВИЛА), И СОСТАВЛЯЕТ:",1
"6.5. ЗА КАЖДЫЙ ФАКТ НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ПОСТАВЩИКОМ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ЗАКЛЮЧЕННЫМ С ПОБЕДИТЕЛЕМ ЗАКУПКИ, ПРЕДЛОЖИВШИМ НАИБОЛЕЕ ВЫСОКУЮ ЦЕНУ ЗА ПРАВО ЗАКЛЮЧЕНИЯ КОНТРАКТА, РАЗМЕР ШТРАФА РАССЧИТЫВАЕТСЯ В ПОРЯДКЕ, УСТАНОВЛЕННОМ ПРАВИТЕЛЬСТВОМ РОССИЙСКОЙ ФЕДЕРАЦИИ, ЗА ИСКЛЮЧЕНИЕМ ПРОСРОЧКИ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ (В ТОМ ЧИСЛЕ ГАРАНТИЙНОГО ОБЯЗАТЕЛЬСТВА), ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, И УСТАНАВЛИВАЕТСЯ В СЛЕДУЮЩЕМ ПОРЯДКЕ:",1
"6.6. ЗА КАЖДЫЙ ФАКТ НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ПОСТАВЩИКОМ ОБЯЗАТЕЛЬСТВА, ПРЕДУСМОТРЕННОГО КОНТРАКТОМ, КОТОРОЕ НЕ ИМЕЕТ СТОИМОСТНОГО ВЫРАЖЕНИЯ, РАЗМЕР ШТРАФА УСТАНАВЛИВАЕТСЯ (ПРИ НАЛИЧИИ В КОНТРАКТЕ ТАКИХ ОБЯЗАТЕЛЬСТВ) В СЛЕДУЮЩЕМ ПОРЯДКЕ:",1
"6.8. ЗА КАЖДЫЙ ФАКТ НЕИСПОЛНЕНИЯ ЗАКАЗЧИКОМ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ЗА ИСКЛЮЧЕНИЕМ ПРОСРОЧКИ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, РАЗМЕР ШТРАФА УСТАНАВЛИВАЕТСЯ В СЛЕДУЮЩЕМ ПОРЯДКЕ:",1
"6.13. В СЛУЧАЕ РАСТОРЖЕНИЯ КОНТРАКТА В СВЯЗИ С ОДНОСТОРОННИМ ОТКАЗОМ СТОРОНЫ ОТ ИСПОЛНЕНИЯ КОНТРАКТА ДРУГАЯ СТОРОНА ВПРАВЕ ПОТРЕБОВАТЬ ВОЗМЕЩЕНИЯ ТОЛЬКО ФАКТИЧЕСКИ ПОНЕСЕННОГО УЩЕРБА, НЕПОСРЕДСТВЕННО ОБУСЛОВЛЕННОГО ОБСТОЯТЕЛЬСТВАМИ, ЯВЛЯЮЩИМИСЯ ОСНОВАНИЕМ ДЛЯ ПРИНЯТИЯ РЕШЕНИЯ ОБ ОДНОСТОРОННЕМ ОТКАЗЕ ОТ ИСПОЛНЕНИЯ КОНТРАКТА.",1
"ПРОЕКТ КОНТРАКТА №",1
"ОТВЕТСТВЕННОСТЬ СТОРОН. ОБСТОЯТЕЛЬСТВА / НЕПРЕОДОЛИМОЙ СИЛЫ",1
"11. ЮРИДИЧЕСКИЕ АДРЕСА, РЕКВИЗИТЫ И ПОДПИСИ СТОРОН / ТЕХНИЧЕСКОЕ ЗАДАНИЕ",1
"1.2. НАИМЕНОВАНИЕ, КОЛИЧЕСТВО И ИНЫЕ ХАРАКТЕРИСТИКИ ПОСТАВЛЯЕМОГО ТОВАРА УКАЗАНЫ В СПЕЦИФИКАЦИИ (ПРИЛОЖЕНИЕ), ЯВЛЯЮЩЕЙСЯ НЕОТЪЕМЛЕМОЙ ЧАСТЬЮ КОНТРАКТА.",1
"2.6. РАСЧЁТЫ ПО КОНТРАКТУ ПРОИЗВОДЯТСЯ В СЛЕДУЮЩЕМ ПОРЯДКЕ:",1
"3.4. ПРОВЕРКА СООТВЕТСТВИЯ ТОВАРА ТРЕБОВАНИЯМ, УСТАНОВЛЕННЫМ КОНТРАКТОМ, ОСУЩЕСТВЛЯЕТСЯ В СЛЕДУЮЩЕМ ПОРЯДКЕ:",1
"3.7. В РАМКАХ ИСПОЛНЕНИЯ КОНТРАКТА ОСУЩЕСТВЛЯЕТСЯ ОБЯЗАТЕЛЬНЫЙ ОБМЕН ЭЛЕКТРОННЫМИ ДОКУМЕНТАМИ О ПРИЁМКЕ ПОСТАВЛЕННОГО ТОВАРА, ПРЕДУСМОТРЕННЫМИ ЗАКОНОДАТЕЛЬСТВОМ РОССИЙСКОЙ ФЕДЕРАЦИИ И ИНЫМИ НОРМАТИВНЫМИ ПРАВОВЫМИ АКТАМИ О КОНТРАКТНОЙ СИСТЕМЕ В СФЕРЕ ЗАКУПОК, В СООТВЕТСТВИИ С ЧАСТЬЮ 13 СТАТЬИ 94 ФЕДЕРАЛЬНОГО ЗАКОНА ОТ 05.04.2013 № 44-ФЗ «О КОНТРАКТНОЙ СИСТЕМЕ В СФЕРЕ ЗАКУПОК ТОВАРОВ, РАБОТ, УСЛУГ ДЛЯ ОБЕСПЕЧЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ НУЖД», В СЛЕДУЮЩЕМ ПОРЯДКЕ:",1
"3.9. ЕСЛИ ПОСТАВЩИК ПОСТАВИЛ МЕНЬШЕЕ КОЛИЧЕСТВО ТОВАРА, ЧЕМ ОПРЕДЕЛЕНО В СПЕЦИФИКАЦИИ (ПРИЛОЖЕНИЕ), ЗАКАЗЧИК ВПРАВЕ ПОТРЕБОВАТЬ ПОСТАВИТЬ НЕДОСТАЮЩЕЕ КОЛИЧЕСТВО ТОВАРА И (ИЛИ) ПРИНЯТЬ РЕШЕНИЕ ОБ ОДНОСТОРОННЕМ ОТКАЗЕ ОТ ИСПОЛНЕНИЯ КОНТРАКТА В СЛУЧАЕ, ЕСЛИ ПОСТАВКА НЕДОСТАЮЩЕГО КОЛИЧЕСТВА ТОВАРА ПОТРЕБУЕТ БОЛЬШИХ ВРЕМЕННЫХ ЗАТРАТ, В СВЯЗИ С ЧЕМ ЗАКАЗЧИК УТРАЧИВАЕТ ИНТЕРЕС К КОНТРАКТУ.",1
"3.15. ЕСЛИ НЕНАДЛЕЖАЩЕЕ КАЧЕСТВО ПОСТАВЛЕННОГО ТОВАРА, ОБНАРУЖЕНО ПОСЛЕ ПРИЁМКИ НА ЭТАПАХ ХРАНЕНИЯ (ЭКСПЛУАТАЦИИ) ИЛИ В ПРОЦЕССЕ ПОДГОТОВКИ К ИСПОЛЬЗОВАНИЮ, А ТАКЖЕ В ТЕЧЕНИЕ ОСТАТОЧНОГО СРОКА ГОДНОСТИ, ПРИ УСЛОВИИ, ЧТО СООТВЕТСТВИЕ КАЧЕСТВА ТАКОГО ТОВАРА НЕ МОГЛО БЫТЬ ОБНАРУЖЕНО ЗАКАЗЧИКОМ В РЕЗУЛЬТАТЕ ПРИЁМКИ В УСТАНОВЛЕННОМ НАСТОЯЩИМ КОНТРАКТОМ ПОРЯДКЕ, ЗАКАЗЧИК ОБЯЗАН НЕЗАМЕДЛИТЕЛЬНО УВЕДОМИТЬ ПОСТАВЩИКА О ДАННОМ ФАКТЕ ПОСРЕДСТВОМ ЭЛЕКТРОННОЙ ПОЧТЫ ИЛИ ИНЫМИ СПОСОБАМИ, ПОЗВОЛЯЮЩИМИ УСТАНОВИТЬ ФАКТ ПОЛУЧЕНИЯ КОРРЕСПОНДЕНЦИИ АДРЕСАТОМ (ИСПОЛНИТЕЛЕМ, ПОСТАВЩИКОМ). ПОСТАВЩИК ОБЯЗАН ПРИБЫТЬ ДЛЯ СОСТАВЛЕНИЯ АКТА О ВЫЯВЛЕННЫХ НАРУШЕНИЯХ КАЧЕСТВА ТОВАРА НЕ ПОЗДНЕЕ 10 (ДНЕЙ) С МОМЕНТА УВЕДОМЛЕНИЯ.",1
"5. КАЧЕСТВО ТОВАРА",1
"6.12. В СЛУЧАЕ РАСТОРЖЕНИЯ КОНТРАКТА В СВЯЗИ С ОДНОСТОРОННИМ ОТКАЗОМ СТОРОНЫ ОТ ИСПОЛНЕНИЯ КОНТРАКТА ДРУГАЯ СТОРОНА ВПРАВЕ ПОТРЕБОВАТЬ ВОЗМЕЩЕНИЯ ТОЛЬКО ФАКТИЧЕСКИ ПОНЕСЁННОГО УЩЕРБА, НЕПОСРЕДСТВЕННО ОБУСЛОВЛЕННОГО ОБСТОЯТЕЛЬСТВАМИ, ЯВЛЯЮЩИМИСЯ ОСНОВАНИЕМ ДЛЯ ПРИНЯТИЯ РЕШЕНИЯ ОБ ОДНОСТОРОННЕМ ОТКАЗЕ ОТ ИСПОЛНЕНИЯ КОНТРАКТА.",1
"7.6. РАЗМЕР ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ КОНТРАКТА УМЕНЬШАЕТСЯ ПОСРЕДСТВОМ НАПРАВЛЕНИЯ ЗАКАЗЧИКОМ ИНФОРМАЦИИ ОБ ИСПОЛНЕНИИ ПОСТАВЩИКОМ ОБЯЗАТЕЛЬСТВ ПО ПОСТАВКЕ ТОВАРА И СТОИМОСТИ ИСПОЛНЕННЫХ ОБЯЗАТЕЛЬСТВ ДЛЯ ВКЛЮЧЕНИЯ В РЕЕСТР КОНТРАКТОВ, ПРЕДУСМОТРЕННЫЙ СТАТЬЁЙ 103 ФЕДЕРАЛЬНОГО ЗАКОНА ОТ 05.04.2013 № 44-ФЗ «О КОНТРАКТНОЙ СИСТЕМЕ В СФЕРЕ ЗАКУПОК ТОВАРОВ, РАБОТ, УСЛУГ ДЛЯ ОБЕСПЕЧЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ НУЖД» (ДАЛЕЕ - РЕЕСТР КОНТРАКТОВ). УМЕНЬШЕНИЕ РАЗМЕРА ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ КОНТРАКТА ПРОИЗВОДИТСЯ ПРОПОРЦИОНАЛЬНО СТОИМОСТИ ИСПОЛНЕННЫХ ОБЯЗАТЕЛЬСТВ, ПРИЁМКА И ОПЛАТА КОТОРЫХ ОСУЩЕСТВЛЕНЫ В ПОРЯДКЕ И СРОКИ, КОТОРЫЕ ПРЕДУСМОТРЕНЫ КОНТРАКТОМ. В СЛУЧАЕ, ЕСЛИ ОБЕСПЕЧЕНИЕ ИСПОЛНЕНИЯ КОНТРАКТА ОСУЩЕСТВЛЯЕТСЯ ПУТЁМ ПРЕДОСТАВЛЕНИЯ НЕЗАВИСИМОЙ ГАРАНТИИ, ТРЕБОВАНИЕ ЗАКАЗЧИКА ОБ УПЛАТЕ ДЕНЕЖНЫХ СУММ ПО ЭТОЙ ГАРАНТИИ МОЖЕТ БЫТЬ ПРЕДЪЯВЛЕНО В РАЗМЕРЕ НЕ БОЛЕЕ РАЗМЕРА ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ КОНТРАКТА, РАССЧИТАННОГО ЗАКАЗЧИКОМ НА ОСНОВАНИИ ИНФОРМАЦИИ ОБ ИСПОЛНЕНИИ КОНТРАКТА, РАЗМЕЩЁННОЙ В РЕЕСТРЕ КОНТРАКТОВ. В СЛУЧАЕ, ЕСЛИ ОБЕСПЕЧЕНИЕ ИСПОЛНЕНИЯ КОНТРАКТА ОСУЩЕСТВЛЯЕТСЯ ПУТЁМ ВНЕСЕНИЯ ДЕНЕЖНЫХ СРЕДСТВ НА СЧЕТ, УКАЗАННЫЙ ЗАКАЗЧИКОМ, ПО ЗАЯВЛЕНИЮ ПОСТАВЩИКА ЕМУ ВОЗВРАЩАЮТСЯ ЗАКАЗЧИКОМ В УСТАНОВЛЕННЫЙ В ПУНКТЕ 7.3 КОНТРАКТА СРОК ДЕНЕЖНЫЕ СРЕДСТВА В СУММЕ, НА КОТОРУЮ УМЕНЬШЕН РАЗМЕР ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ КОНТРАКТА, РАССЧИТАННЫЙ ЗАКАЗЧИКОМ НА ОСНОВАНИИ ИНФОРМАЦИИ ОБ ИСПОЛНЕНИИ КОНТРАКТА, РАЗМЕЩЁННОЙ В РЕЕСТРЕ КОНТРАКТОВ.",1
"11.4. ПРИ НЕУРЕГУЛИРОВАНИИ СТОРОНАМИ СПОРА В ДОСУДЕБНОМ ПОРЯДКЕ, СПОР РАЗРЕШАЕТСЯ В СУДЕБНОМ ПОРЯДКЕ В АРБИТРАЖНОМ СУДЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА-ЮГРЫ.",1
"12.2. В СЛУЧАЕ ВОЗНИКНОВЕНИЯ У СТОРОНЫ ДОБРОСОВЕСТНЫХ И ОБОСНОВАННЫХ ПОДОЗРЕНИЙ, ЧТО ПРОИЗОШЛО ИЛИ МОЖЕТ ПРОИЗОЙТИ НАРУШЕНИЕ КАКИХ-ЛИБО ПОЛОЖЕНИЙ НАСТОЯЩЕГО РАЗДЕЛА КОНТРАКТА, СООТВЕТСТВУЮЩАЯ СТОРОНА ОБЯЗУЕТСЯ УВЕДОМИТЬ ДРУГУЮ СТОРОНУ В ПИСЬМЕННОЙ ФОРМЕ НЕ ПОЗДНЕЕ 5 РАБОЧИХ ДНЕЙ С МОМЕНТА ВОЗНИКНОВЕНИЯ УКАЗАННЫХ ПОДОЗРЕНИЙ. В ПИСЬМЕННОМ УВЕДОМЛЕНИИ УКАЗЫВАЮТСЯ ЛИЦА, ПРИЧАСТНЫЕ К НАРУШЕНИЮ УСЛОВИЙ КОНТРАКТА, ФАКТИЧЕСКИЕ ОБСТОЯТЕЛЬСТВА ДЕЛА И ПРЕДОСТАВЛЯЮТСЯ МАТЕРИАЛЫ, ДОСТОВЕРНО ПОДТВЕРЖДАЮЩИЕ ИЛИ ДАЮЩИЕ ОСНОВАНИЕ ПРЕДПОЛАГАТЬ, ЧТО ПРОИЗОШЛО ИЛИ МОЖЕТ ПРОИЗОЙТИ НАРУШЕНИЕ НАСТОЯЩЕГО РАЗДЕЛА КОНТРАКТА.",1
"12.4. СТОРОНЫ ГАРАНТИРУЮТ ОСУЩЕСТВЛЕНИЕ НАДЛЕЖАЩЕГО РАЗБИРАТЕЛЬСТВА ПО ФАКТАМ НАРУШЕНИЯ ПОЛОЖЕНИЙ НАСТОЯЩЕГО РАЗДЕЛА КОНТРАКТА С СОБЛЮДЕНИЕМ ПРИНЦИПОВ КОНФИДЕНЦИАЛЬНОСТИ И ПРИМЕНЕНИЕ ЭФФЕКТИВНЫХ МЕР ПО ПРЕДОТВРАЩЕНИЮ ВОЗМОЖНЫХ КОНФЛИКТНЫХ СИТУАЦИЙ. СТОРОНЫ ГАРАНТИРУЮТ ОТСУТСТВИЕ НЕГАТИВНЫХ ПОСЛЕДСТВИЙ КАК ДЛЯ УВЕДОМИВШЕЙ СТОРОНЫ В ЦЕЛОМ, ТАК И ДЛЯ КОНКРЕТНЫХ РАБОТНИКОВ УВЕДОМИВШЕЙ СТОРОНЫ, СООБЩИВШИХ О ФАКТЕ НАРУШЕНИЙ УСЛОВИЙ НАСТОЯЩЕГО РАЗДЕЛА КОНТРАКТА.",1
"14.6. СТОРОНЫ ОБЯЗУЮТСЯ ОБЕСПЕЧИТЬ КОНФИДЕНЦИАЛЬНОСТЬ СВЕДЕНИЙ, ОТНОСЯЩИХСЯ К ПРЕДМЕТУ КОНТРАКТА, И СТАВШИХ ИМ ИЗВЕСТНЫМИ В ХОДЕ ИСПОЛНЕНИЯ КОНТРАКТА.",1
"2. ТРЕБОВАНИЯ К ТОВАРУ:",1
"3. ГАРАНТИЙНЫЕ ОБЯЗАТЕЛЬСТВА:",1
"3.3. ИНФОРМАЦИЯ О ТРЕБОВАНИЯХ К ГАРАНТИЙНОМУ ОБСЛУЖИВАНИЮ ТОВАРОВ:",1
"3.4. ОБЪЁМ ПРЕДОСТАВЛЕНИЯ ГАРАНТИЙ КАЧЕСТВА ТОВАРОВ, РАБОТ УСЛУГ:",1
"3.5. ПОРЯДОК ПРЕДОСТАВЛЕНИЯ ОБЕСПЕЧЕНИЯ, ТРЕБОВАНИЯ К ОБЕСПЕЧЕНИЮ ГАРАНТИЙНЫХ ОБЯЗАТЕЛЬСТВ:",1
"ОГРН 1028601843720, ОКВЭД 84.11.3, / ОКПО 04262843, ОКФС 14, ОКОПФ 75404,",1
"1.2. НЕ ДОПУСКАЕТСЯ ИЗМЕНЕНИЕ УСЛОВИЙ ДОГОВОРА ПРИ ЕГО ИСПОЛНЕНИИ В ЧАСТИ ПРЕДМЕТА ЗАКУПКИ И ТРЕБОВАНИЙ К ПРЕДМЕТУ ЗАКУПКИ, ЕГО ОБЪЕМА (КОЛИЧЕСТВА), ПОРЯДКА ОПЛАТЫ, СРОКОВ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ПРОДАВЦОМ, ЦЕНЫ ДОГОВОРА, ОТВЕТСТВЕННОСТИ СТОРОН ЗА НЕИСПОЛНЕНИЕ ИЛИ НЕНАДЛЕЖАЩЕЕ ИСПОЛНЕНИЕ ДОГОВОРА, ЗА ИСКЛЮЧЕНИЕМ СЛУЧАЕВ, УСТАНОВЛЕННЫХ В АБЗАЦЕ 2-3 НАСТОЯЩЕГО ПУНКТА.",1
"2.3. ЦЕНА КОНТРАКТА ПРИНИМАЕТСЯ НА УСЛОВИЯХ DAP МИНСК (ИНКОТЕРМС-2020) И ВКЛЮЧАЕТ В СЕБЯ СТОИМОСТЬ ТОВАРА, ТАРЫ, ЭКСПОРТНОЙ УПАКОВКИ, МАРКИРОВКИ, ВОЗМОЖНОЙ ПЕРЕВАЛКИ, ДОСТАВКИ ДО ПУНКТА ТАМОЖЕННОГО ОФОРМЛЕНИЯ Г. МИНСКА, ПРЕДОСТАВЛЕНИЯ ТЕХНИЧЕСКОЙ ДОКУМЕНТАЦИИ, КОТОРАЯ ЯВЛЯЕТСЯ ХАРАКТЕРНОЙ ДЛЯ ДАННОГО ВИДА ТОВАРА, ГАРАНТИЙНЫХ ОБЯЗАТЕЛЬСТВ В ТЕЧЕНИЕ ГАРАНТИЙНОГО СРОКА, СРОКА ГОДНОСТИ И (ИЛИ) СТЕРИЛЬНОСТИ ТОВАРА, А ТАКЖЕ ВСЕ НАЛОГИ, ТАМОЖЕННЫЕ ПОШЛИНЫ, СБОРЫ И АКЦИЗЫ И ДРУГИЕ ДЕНЕЖНЫЕ РАСХОДЫ, ВЗИМАЕМЫЕ В СВЯЗИ С ВЫПОЛНЕНИЕМ НАСТОЯЩЕГО КОНТРАКТА НА ТЕРРИТОРИИ СТРАНЫ ПРОДАВЦА, А ТАКЖЕ СТРАН, ИЗ КОТОРЫХ ОСУЩЕСТВЛЯЕТСЯ ОТГРУЗКА И ВВОЗ НА ТЕРРИТОРИЮ РЕСПУБЛИКИ БЕЛАРУСЬ.",1
"3.3. ТОВАР ДОЛЖЕН БЫТЬ НАПРАВЛЕН ПО АДРЕСУ:",1
"3.4. ПРОДАВЕЦ ОБЯЗАН НАПРАВИТЬ ПОКУПАТЕЛЮ ПО ЭЛЕКТРОННОЙ ПОЧТЕ _________________ ДО ДАТЫ ПОСТАВКИ ТОВАРА НА ПУНКТ ТАМОЖЕННОГО ОФОРМЛЕНИЯ СЛЕДУЮЩИЕ ДОКУМЕНТЫ И СВЕДЕНИЯ:",1
"3.5. ПОСТАВКА ТОВАРА ДОЛЖНА СОПРОВОЖДАТЬСЯ СЛЕДУЮЩИМИ ДОКУМЕНТАМИ:",1
"3.6. ДЛЯ ТОВАРА, ВКЛЮЧЕННОГО В ЕДИНЫЙ ПЕРЕЧЕНЬ ПРОДУКЦИИ, В ОТНОШЕНИИ КОТОРОГО УСТАНОВЛЕНЫ ОБЯЗАТЕЛЬНЫЕ ТРЕБОВАНИЯ В РАМКАХ ТАМОЖЕННОГО СОЮЗА ИЛИ ЕАЭС О СООТВЕТСТВИИ ТОВАРА ТРЕБОВАНИЯМ ТЕХНИЧЕСКИХ РЕГЛАМЕНТОВ ТАМОЖЕННОГО СОЮЗА «ЭЛЕКТРОМАГНИТНАЯ СОВМЕСТИМОСТЬ ТЕХНИЧЕСКИХ СРЕДСТВ» (ТР ТС 020/2011), «О БЕЗОПАСНОСТИ НИЗКОВОЛЬТНОГО ОБОРУДОВАНИЯ» (ТР ТС 004/2011), «О БЕЗОПАСНОСТИ ОБОРУДОВАНИЯ, РАБОТАЮЩЕГО ПОД ИЗБЫТОЧНЫМ ДАВЛЕНИЕМ» (ТР ТС 032/2013), «О БЕЗОПАСНОСТИ СРЕДСТВ ИНДИВИДУАЛЬНОЙ ЗАЩИТЫ» (ТР ТС 019/2011) И ДР. ПРЕДОСТАВЛЯЮТСЯ ПРИ ПОСТАВКЕ ТОВАРА:",1
"3.7. ПОСТАВЛЯЕМЫЙ ПРОДАВЦОМ ТОВАР И ИНВОЙС ДОЛЖНЫ СООТВЕТСТВОВАТЬ СПЕЦИФИКАЦИИ (ЯМ) К НАСТОЯЩЕМУ КОНТРАКТУ ПО НАИМЕНОВАНИЮ ТОВАРА, ЕГО КОЛИЧЕСТВУ (ОБЪЕМУ), АССОРТИМЕНТУ, КАТАЛОЖНЫМ НОМЕРАМ, НАИМЕНОВАНИЮ ИЗГОТОВИТЕЛЯ (ПРОИЗВОДИТЕЛЯ), ЕДИНИЦАМ ИЗМЕРЕНИЯ, ЦЕНЕ ЗА ЕДИНИЦУ, ОБЩЕЙ СТОИМОСТИ И ИНЫМ ДАННЫМ, СОДЕРЖАЩИМСЯ В КОНТРАКТЕ И СПЕЦИФИКАЦИИ (ЯХ).",1
"4.2. БАНК ПРОДАВЦА:",1
"5.4. ПРОДАВЕЦ НЕСЕТ МАТЕРИАЛЬНУЮ ОТВЕТСТВЕННОСТЬ ЗА ВСЯКОГО РОДА ПОРЧУ ТОВАРА ВСЛЕДСТВИЕ НЕКАЧЕСТВЕННОЙ ИЛИ НЕНАДЛЕЖАЩЕЙ УПАКОВКИ И МАРКИРОВКИ.",1
"6.3. КАЖДОЕ ГРУЗОВОЕ МЕСТО ДОЛЖНО СОДЕРЖАТЬ СЛЕДУЮЩУЮ МАРКИРОВКУ:",1
