section_id,title,count
s_10_3_сторона_ссылавшаяся_на_невозможность_исполнения_своих_обязательств_на_основании_форс_мажорных_обстоятельств_обязана_представить_документы_из_торгово_промышленной_палаты_с_подтверждением_таких_обстоятельств_и_их_продолжительности,"10.3. СТОРОНА, ССЫЛАВШАЯСЯ НА НЕВОЗМОЖНОСТЬ ИСПОЛНЕНИЯ СВОИХ ОБЯЗАТЕЛЬСТВ НА ОСНОВАНИИ ФОРС – МАЖОРНЫХ ОБСТОЯТЕЛЬСТВ ОБЯЗАНА ПРЕДСТАВИТЬ ДОКУМЕНТЫ ИЗ ТОРГОВО-ПРОМЫШЛЕННОЙ ПАЛАТЫ С ПОДТВЕРЖДЕНИЕМ ТАКИХ ОБСТОЯТЕЛЬСТВ И ИХ ПРОДОЛЖИТЕЛЬНОСТИ.",1
s_11_4_все_претензии_могущие_возникнуть_из_контракта_или_в_связи_с_ним_должны_быть_урегулированы_в_результате_рассмотрения_их_поставщиком_и_покупателем_в_исключительных_случаях_возникающие_споры_рассматриваются_в_арбитражном_суде_города_москвы,"11.4. ВСЕ ПРЕТЕНЗИИ, МОГУЩИЕ ВОЗНИКНУТЬ ИЗ КОНТРАКТА ИЛИ В СВЯЗИ С НИМ, ДОЛЖНЫ БЫТЬ УРЕГУЛИРОВАНЫ В РЕЗУЛЬТАТЕ РАССМОТРЕНИЯ ИХ ПОСТАВЩИКОМ И ПОКУПАТЕЛЕМ. В ИСКЛЮЧИТЕЛЬНЫХ СЛУЧАЯХ ВОЗНИКАЮЩИЕ СПОРЫ РАССМАТРИВАЮТСЯ В АРБИТРАЖНОМ СУДЕ ГОРОДА МОСКВЫ.",1
извещение_и_документация_по_проведению_открытого_запроса_котировок,ИЗВЕЩЕНИЕ И ДОКУМЕНТАЦИЯ ПО ПРОВЕДЕНИЮ / ОТКРЫТОГО ЗАПРОСА КОТИРОВОК,1
раздел_i_термины_и_определения_7_раздел_ii_информационная_карта_9,РАЗДЕЛ I. ТЕРМИНЫ И ОПРЕДЕЛЕНИЯ 7 / РАЗДЕЛ II. ИНФОРМАЦИОННАЯ КАРТА 9,1
документация_о_закупке_раздел_i_термины_и_определения,ДОКУМЕНТАЦИЯ О ЗАКУПКЕ / РАЗДЕЛ I. ТЕРМИНЫ И ОПРЕДЕЛЕНИЯ,1
рекомендуемая_форма_запроса_разъяснений_документации_о_закупке,РЕКОМЕНДУЕМАЯ ФОРМА ЗАПРОСА РАЗЪЯСНЕНИЙ ДОКУМЕНТАЦИИ / О ЗАКУПКЕ,1
приложение_no_2_к_настоящей_документации_на_отдельном_файле,ПРИЛОЖЕНИЕ № 2 К НАСТОЯЩЕЙ ДОКУМЕНТАЦИИ НА ОТДЕЛЬНОМ ФАЙЛЕ.,1
s_1_сведения_и_документы_о_претенденте_подавшем_такую_заявку_если_на_стороне_претендента_закупки_выступает_одно_лицо_или_сведения_и_документы_о_лицах_выступающих_на_стороне_одного_претендента_по_каждому_из_указанных_лиц_в_отдельности_если_на_стороне_претендента_выступает_несколько_лиц_а_именно,"1) СВЕДЕНИЯ И ДОКУМЕНТЫ О ПРЕТЕНДЕНТЕ, ПОДАВШЕМ ТАКУЮ ЗАЯВКУ (ЕСЛИ НА СТОРОНЕ ПРЕТЕНДЕНТА ЗАКУПКИ ВЫСТУПАЕТ ОДНО ЛИЦО) ИЛИ СВЕДЕНИЯ И ДОКУМЕНТЫ О ЛИЦАХ, ВЫСТУПАЮЩИХ НА СТОРОНЕ ОДНОГО ПРЕТЕНДЕНТА (ПО КАЖДОМУ ИЗ УКАЗАННЫХ ЛИЦ В ОТДЕЛЬНОСТИ) (ЕСЛИ НА СТОРОНЕ ПРЕТЕНДЕНТА ВЫСТУПАЕТ НЕСКОЛЬКО ЛИЦ), А ИМЕННО:",1
s_4_предложение_претендента_в_отношении_предмета_качества_технических_и_иных_характеристик_товара_работ_услуг_к_их_безопасности_к_функциональным_характеристикам_потребительским_свойствам_товара_к_размерам_упаковке_к_результатам_работ_услуг_объёмам_работ_услуг_величины_коэффициента_снижения_и_других_условий_договора_договоров_по_форме_3_и_другим_формам_раздела_iii_формы_для_заполнения_претендентами_закупки,"4) ПРЕДЛОЖЕНИЕ ПРЕТЕНДЕНТА В ОТНОШЕНИИ ПРЕДМЕТА (КАЧЕСТВА, ТЕХНИЧЕСКИХ И ИНЫХ ХАРАКТЕРИСТИК ТОВАРА, РАБОТ, УСЛУГ, К ИХ БЕЗОПАСНОСТИ, К ФУНКЦИОНАЛЬНЫМ ХАРАКТЕРИСТИКАМ (ПОТРЕБИТЕЛЬСКИМ СВОЙСТВАМ) ТОВАРА, К РАЗМЕРАМ, УПАКОВКЕ, К РЕЗУЛЬТАТАМ РАБОТ, УСЛУГ, ОБЪЁМАМ РАБОТ, УСЛУГ), ВЕЛИЧИНЫ КОЭФФИЦИЕНТА СНИЖЕНИЯ И ДРУГИХ УСЛОВИЙ ДОГОВОРА (ДОГОВОРОВ) ПО ФОРМЕ 3 И ДРУГИМ ФОРМАМ РАЗДЕЛА III «ФОРМЫ ДЛЯ ЗАПОЛНЕНИЯ ПРЕТЕНДЕНТАМИ ЗАКУПКИ»,",1
s_29_требование_к_описанию_претендентами_поставляемого_товара_который_является_предметом_договора_его_функциональных,"29. ТРЕБОВАНИЕ К ОПИСАНИЮ ПРЕТЕНДЕНТАМИ ПОСТАВЛЯЕМОГО ТОВАРА, КОТОРЫЙ ЯВЛЯЕТСЯ ПРЕДМЕТОМ ДОГОВОРА, ЕГО ФУНКЦИОНАЛЬНЫХ",1
s_1_2_номенклатура_оборудования_и_его_количество_определяются_спецификацией_приложение_n_1_к_контракту_технические_показатели_техническими_требованиями_приложение_n_2_к_контракту,"1.2. НОМЕНКЛАТУРА ОБОРУДОВАНИЯ И ЕГО КОЛИЧЕСТВО ОПРЕДЕЛЯЮТСЯ СПЕЦИФИКАЦИЕЙ (ПРИЛОЖЕНИЕ N 1 К КОНТРАКТУ), ТЕХНИЧЕСКИЕ ПОКАЗАТЕЛИ - ТЕХНИЧЕСКИМИ ТРЕБОВАНИЯМИ (ПРИЛОЖЕНИЕ N 2 К КОНТРАКТУ).",1
s_2_5_цена_контракта_может_быть_изменена_если_по_предложению_заказчика_увеличивается_предусмотренное_контрактом_количество_оборудования_не_более_чем_на_десять_процентов_или_уменьшается_предусмотренное_контрактом_количество_оборудования_не_более_чем_на_десять_процентов,"2.5. ЦЕНА КОНТРАКТА МОЖЕТ БЫТЬ ИЗМЕНЕНА, ЕСЛИ ПО ПРЕДЛОЖЕНИЮ ЗАКАЗЧИКА УВЕЛИЧИВАЕТСЯ ПРЕДУСМОТРЕННОЕ КОНТРАКТОМ КОЛИЧЕСТВО ОБОРУДОВАНИЯ НЕ БОЛЕЕ ЧЕМ НА ДЕСЯТЬ ПРОЦЕНТОВ ИЛИ УМЕНЬШАЕТСЯ ПРЕДУСМОТРЕННОЕ КОНТРАКТОМ КОЛИЧЕСТВО ОБОРУДОВАНИЯ НЕ БОЛЕЕ ЧЕМ НА ДЕСЯТЬ ПРОЦЕНТОВ.",1
s_5_1_поставка_оборудования_осуществляется_поставщиком_в_место_доставки_в,5.1. ПОСТАВКА ОБОРУДОВАНИЯ ОСУЩЕСТВЛЯЕТСЯ ПОСТАВЩИКОМ В МЕСТО ДОСТАВКИ В,1
s_5_3_при_поставке_оборудования_поставщик_представляет_следующую_документацию,5.3. ПРИ ПОСТАВКЕ ОБОРУДОВАНИЯ ПОСТАВЩИК ПРЕДСТАВЛЯЕТ СЛЕДУЮЩУЮ ДОКУМЕНТАЦИЮ:,1
s_6_2_поставщик_не_ранее_дня_следующего_за_днем_доставки_оборудования_заказчику_предоставления_оборудования_к_приемке_заказчиком_формирует_с_использованием_единой_информационной_системы_подписывает_усиленной_электронной_подписью_лица_имеющего_право_действовать_от_имени_поставщика_и_размещает_в_единой_информационной_системе_документ_о_приемке_который_должен_содержать,"6.2. ПОСТАВЩИК, НЕ РАНЕЕ ДНЯ, СЛЕДУЮЩЕГО ЗА ДНЕМ ДОСТАВКИ ОБОРУДОВАНИЯ ЗАКАЗЧИКУ (ПРЕДОСТАВЛЕНИЯ ОБОРУДОВАНИЯ К ПРИЕМКЕ ЗАКАЗЧИКОМ), ФОРМИРУЕТ С ИСПОЛЬЗОВАНИЕМ ЕДИНОЙ ИНФОРМАЦИОННОЙ СИСТЕМЫ, ПОДПИСЫВАЕТ УСИЛЕННОЙ ЭЛЕКТРОННОЙ ПОДПИСЬЮ ЛИЦА, ИМЕЮЩЕГО ПРАВО ДЕЙСТВОВАТЬ ОТ ИМЕНИ ПОСТАВЩИКА, И РАЗМЕЩАЕТ В ЕДИНОЙ ИНФОРМАЦИОННОЙ СИСТЕМЕ ДОКУМЕНТ О ПРИЕМКЕ, КОТОРЫЙ ДОЛЖЕН СОДЕРЖАТЬ:",1
s_9_1_оплата_по_контракту_осуществляется_в_безналичном_порядке_путем_перечисления_денежных_средств_со_счета_заказчика_на_счет_поставщика_датой_оплаты_считается_дата_списания_денежных_средств_со_счета_заказчика,9.1. ОПЛАТА ПО КОНТРАКТУ ОСУЩЕСТВЛЯЕТСЯ В БЕЗНАЛИЧНОМ ПОРЯДКЕ ПУТЕМ ПЕРЕЧИСЛЕНИЯ ДЕНЕЖНЫХ СРЕДСТВ СО СЧЕТА ЗАКАЗЧИКА НА СЧЕТ ПОСТАВЩИКА. ДАТОЙ ОПЛАТЫ СЧИТАЕТСЯ ДАТА СПИСАНИЯ ДЕНЕЖНЫХ СРЕДСТВ СО СЧЕТА ЗАКАЗЧИКА.,1
s_9_2_оплата_по_контракту_осуществляется_по_факту_поставки_всего_оборудования_предусмотренного_спецификацией_приложение_no_1_к_контракту_и_оказания_услуг_в_течение_7_рабочих_дней_с_даты_подписания_заказчиком_документов_о_приемке_в_единой_информационной_системе_на_основании_предоставленных_поставщиком_документов,"9.2. ОПЛАТА ПО КОНТРАКТУ ОСУЩЕСТВЛЯЕТСЯ ПО ФАКТУ ПОСТАВКИ ВСЕГО ОБОРУДОВАНИЯ, ПРЕДУСМОТРЕННОГО СПЕЦИФИКАЦИЕЙ (ПРИЛОЖЕНИЕ № 1 К КОНТРАКТУ), И ОКАЗАНИЯ УСЛУГ В ТЕЧЕНИЕ 7 РАБОЧИХ ДНЕЙ С ДАТЫ ПОДПИСАНИЯ ЗАКАЗЧИКОМ ДОКУМЕНТОВ О ПРИЕМКЕ В ЕДИНОЙ ИНФОРМАЦИОННОЙ СИСТЕМЕ, НА ОСНОВАНИИ ПРЕДОСТАВЛЕННЫХ ПОСТАВЩИКОМ ДОКУМЕНТОВ:",1
s_10_3_заказчик_получает_право_требования_выплаты_денежных_средств_по_представленному_поставщиком_обеспечению_исполнения_контракта_при_наступлении_следующих_обстоятельств_предусмотренные_контрактом_товары_не_поставлены_срок_поставки_нарушен_поставщиком_заказчик_отказался_от_исполнения_контракта_в_одностороннем_порядке_в_связи_с_существенным_нарушением_условий_контракта_поставщиком,"10.3. ЗАКАЗЧИК ПОЛУЧАЕТ ПРАВО ТРЕБОВАНИЯ ВЫПЛАТЫ ДЕНЕЖНЫХ СРЕДСТВ ПО ПРЕДСТАВЛЕННОМУ ПОСТАВЩИКОМ ОБЕСПЕЧЕНИЮ ИСПОЛНЕНИЯ КОНТРАКТА ПРИ НАСТУПЛЕНИИ СЛЕДУЮЩИХ ОБСТОЯТЕЛЬСТВ: ПРЕДУСМОТРЕННЫЕ КОНТРАКТОМ ТОВАРЫ НЕ ПОСТАВЛЕНЫ, СРОК ПОСТАВКИ НАРУШЕН ПОСТАВЩИКОМ, ЗАКАЗЧИК ОТКАЗАЛСЯ ОТ ИСПОЛНЕНИЯ КОНТРАКТА В ОДНОСТОРОННЕМ ПОРЯДКЕ В СВЯЗИ С СУЩЕСТВЕННЫМ НАРУШЕНИЕМ УСЛОВИЙ КОНТРАКТА ПОСТАВЩИКОМ.",1
s_10_7_размер_обеспечения_исполнения_контракта_уменьшается_посредством_направления_заказчиком_информации_об_исполнении_поставщиком_обязательств_по_поставке_товара_или_об_исполнении_им_отдельного_этапа_исполнения_контракта_и_стоимости_исполненных_обязательств_для_включения_в_соответствующий_реестр_контрактов_предусмотренный_ст_103_закона_no_44_фз_уменьшение_размера_обеспечения_исполнения_контракта_производится_пропорционально_стоимости_исполненных_обязательств_приёмка_и_оплата_которых_осуществлены_в_порядке_и_сроки_которые_предусмотрены_контрактом,"10.7. РАЗМЕР ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ КОНТРАКТА УМЕНЬШАЕТСЯ ПОСРЕДСТВОМ НАПРАВЛЕНИЯ ЗАКАЗЧИКОМ ИНФОРМАЦИИ ОБ ИСПОЛНЕНИИ ПОСТАВЩИКОМ ОБЯЗАТЕЛЬСТВ ПО ПОСТАВКЕ ТОВАРА ИЛИ ОБ ИСПОЛНЕНИИ ИМ ОТДЕЛЬНОГО ЭТАПА ИСПОЛНЕНИЯ КОНТРАКТА И СТОИМОСТИ ИСПОЛНЕННЫХ ОБЯЗАТЕЛЬСТВ ДЛЯ ВКЛЮЧЕНИЯ В СООТВЕТСТВУЮЩИЙ РЕЕСТР КОНТРАКТОВ, ПРЕДУСМОТРЕННЫЙ СТ. 103 ЗАКОНА № 44-ФЗ. УМЕНЬШЕНИЕ РАЗМЕРА ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ КОНТРАКТА ПРОИЗВОДИТСЯ ПРОПОРЦИОНАЛЬНО СТОИМОСТИ ИСПОЛНЕННЫХ ОБЯЗАТЕЛЬСТВ, ПРИЁМКА И ОПЛАТА КОТОРЫХ ОСУЩЕСТВЛЕНЫ В ПОРЯДКЕ И СРОКИ, КОТОРЫЕ ПРЕДУСМОТРЕНЫ КОНТРАКТОМ.",1
s_10_10_платежные_реквизиты_для_перечисления_денежных_средств_для_обеспечения_исполнения_настоящего_контракта,10.10. ПЛАТЕЖНЫЕ РЕКВИЗИТЫ ДЛЯ ПЕРЕЧИСЛЕНИЯ ДЕНЕЖНЫХ СРЕДСТВ ДЛЯ ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ НАСТОЯЩЕГО КОНТРАКТА:,1
s_11_1_за_неисполнение_или_ненадлежащее_исполнение_обязательств_по_настоящему_контракту_стороны_несут_ответственность_в_соответствии_с_действующим_законодательством_российской_федерации_ч_5_8_ст_34_федерального_закона_от_05_апреля_2013_года_no_44_фз_о_контрактной_системе_в_сфере_закупок_товаров_работ_услуг_для_обеспечения_государственных_и_муниципальных_нужд_правилами_определения_размера_штрафа_начисляемого_в_случае_ненадлежащего_исполнения_заказчиком_неисполнения_или_ненадлежащего_исполнения_поставщиком_подрядчиком_исполнителем_обязательств_предусмотренных_контрактом_за_исключением_просрочки_исполнения_обязательств_заказчиком_поставщиком_подрядчиком_исполнителем_утвержденными_постановлением_правительства_российской_федерации_от_30_августа_2017_года_no_1042,"11.1. ЗА НЕИСПОЛНЕНИЕ ИЛИ НЕНАДЛЕЖАЩЕЕ ИСПОЛНЕНИЕ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ КОНТРАКТУ СТОРОНЫ НЕСУТ ОТВЕТСТВЕННОСТЬ В СООТВЕТСТВИИ С ДЕЙСТВУЮЩИМ ЗАКОНОДАТЕЛЬСТВОМ РОССИЙСКОЙ ФЕДЕРАЦИИ, Ч.5-8 СТ.34 ФЕДЕРАЛЬНОГО ЗАКОНА ОТ 05 АПРЕЛЯ 2013 ГОДА № 44-ФЗ «О КОНТРАКТНОЙ СИСТЕМЕ В СФЕРЕ ЗАКУПОК ТОВАРОВ, РАБОТ, УСЛУГ ДЛЯ ОБЕСПЕЧЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ НУЖД», ПРАВИЛАМИ ОПРЕДЕЛЕНИЯ РАЗМЕРА ШТРАФА, НАЧИСЛЯЕМОГО В СЛУЧАЕ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ЗАКАЗЧИКОМ, НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ПОСТАВЩИКОМ (ПОДРЯДЧИКОМ, ИСПОЛНИТЕЛЕМ) ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ (ЗА ИСКЛЮЧЕНИЕМ ПРОСРОЧКИ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ЗАКАЗЧИКОМ, ПОСТАВЩИКОМ (ПОДРЯДЧИКОМ, ИСПОЛНИТЕЛЕМ, УТВЕРЖДЕННЫМИ ПОСТАНОВЛЕНИЕМ ПРАВИТЕЛЬСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ОТ 30 АВГУСТА 2017 ГОДА № 1042.",1
s_11_6_за_каждый_факт_неисполнения_или_ненадлежащего_исполнения_поставщиком_обязательств_предусмотренных_контрактом_за_исключением_просрочки_исполнения_обязательств_в_том_числе_гарантийного_обязательства_предусмотренных_контрактом_размер_штрафа_устанавливается_в_следующем_порядке_за_исключением_случаев_предусмотренных_пунктами_12_7_12_8_12_9_настоящего_контракта,"11.6. ЗА КАЖДЫЙ ФАКТ НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ПОСТАВЩИКОМ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ЗА ИСКЛЮЧЕНИЕМ ПРОСРОЧКИ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ (В ТОМ ЧИСЛЕ ГАРАНТИЙНОГО ОБЯЗАТЕЛЬСТВА), ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, РАЗМЕР ШТРАФА УСТАНАВЛИВАЕТСЯ В СЛЕДУЮЩЕМ ПОРЯДКЕ (ЗА ИСКЛЮЧЕНИЕМ СЛУЧАЕВ, ПРЕДУСМОТРЕННЫХ ПУНКТАМИ 12.7., 12.8., 12.9. НАСТОЯЩЕГО КОНТРАКТА):",1
s_11_8_за_каждый_факт_неисполнения_или_ненадлежащего_исполнения_поставщиком_обязательства_предусмотренного_контрактом_которое_не_имеет_стоимостного_выражения_размер_штрафа_устанавливается_при_наличии_в_контракте_таких_обязательств_в_порядке_согласно_постановлению_no_1042_от_30_08_2017г_и_составляет,"11.8. ЗА КАЖДЫЙ ФАКТ НЕИСПОЛНЕНИЯ ИЛИ НЕНАДЛЕЖАЩЕГО ИСПОЛНЕНИЯ ПОСТАВЩИКОМ ОБЯЗАТЕЛЬСТВА, ПРЕДУСМОТРЕННОГО КОНТРАКТОМ, КОТОРОЕ НЕ ИМЕЕТ СТОИМОСТНОГО ВЫРАЖЕНИЯ, РАЗМЕР ШТРАФА УСТАНАВЛИВАЕТСЯ (ПРИ НАЛИЧИИ В КОНТРАКТЕ ТАКИХ ОБЯЗАТЕЛЬСТВ) В ПОРЯДКЕ СОГЛАСНО ПОСТАНОВЛЕНИЮ № 1042 ОТ 30.08.2017Г. И СОСТАВЛЯЕТ:",1
s_11_10_за_каждый_факт_неисполнения_заказчиком_обязательств_предусмотренных_контрактом_за_исключением_просрочки_исполнения_обязательств_предусмотренных_контрактом_размер_штрафа_устанавливается_в_порядке_согласно_постановлению_no_1042_от_30_08_2017г_и_составляет,"11.10. ЗА КАЖДЫЙ ФАКТ НЕИСПОЛНЕНИЯ ЗАКАЗЧИКОМ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, ЗА ИСКЛЮЧЕНИЕМ ПРОСРОЧКИ ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ КОНТРАКТОМ, РАЗМЕР ШТРАФА УСТАНАВЛИВАЕТСЯ В ПОРЯДКЕ СОГЛАСНО ПОСТАНОВЛЕНИЮ № 1042 ОТ 30.08.2017Г. И СОСТАВЛЯЕТ:",1
s_14_2_под_обстоятельствами_непреодолимой_силы_понимают_такие_обстоятельства,"14.2. ПОД ОБСТОЯТЕЛЬСТВАМИ НЕПРЕОДОЛИМОЙ СИЛЫ ПОНИМАЮТ ТАКИЕ ОБСТОЯТЕЛЬСТВА,",1
s_14_4_если_по_мнению_сторон_исполнение_контракта_может_быть_продолжено_в_порядке_действовавшем_до_возникновения_обстоятельств_непреодолимой_силы_то_срок_исполнения_обязательств_по_контракту_продлевается_соразмерно_времени_которое_необходимо_для_учета_действия_этих_обстоятельств_и_их_последствий,"14.4. ЕСЛИ, ПО МНЕНИЮ СТОРОН, ИСПОЛНЕНИЕ КОНТРАКТА МОЖЕТ БЫТЬ ПРОДОЛЖЕНО В ПОРЯДКЕ, ДЕЙСТВОВАВШЕМ ДО ВОЗНИКНОВЕНИЯ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ, ТО СРОК ИСПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ПО КОНТРАКТУ ПРОДЛЕВАЕТСЯ СОРАЗМЕРНО ВРЕМЕНИ, КОТОРОЕ НЕОБХОДИМО ДЛЯ УЧЕТА ДЕЙСТВИЯ ЭТИХ ОБСТОЯТЕЛЬСТВ И ИХ ПОСЛЕДСТВИЙ.",1
s_15_4_в_случае_невозможности_разрешения_разногласий_путем_переговоров_либо_в_претензионном_порядке_они_подлежат_рассмотрению_в_арбитражном_суде_республики_крым_согласно_действующему_законодательству_российской_федерации,"15.4. В СЛУЧАЕ НЕВОЗМОЖНОСТИ РАЗРЕШЕНИЯ РАЗНОГЛАСИЙ ПУТЕМ ПЕРЕГОВОРОВ ЛИБО В ПРЕТЕНЗИОННОМ ПОРЯДКЕ ОНИ ПОДЛЕЖАТ РАССМОТРЕНИЮ В АРБИТРАЖНОМ СУДЕ РЕСПУБЛИКИ КРЫМ, СОГЛАСНО ДЕЙСТВУЮЩЕМУ ЗАКОНОДАТЕЛЬСТВУ РОССИЙСКОЙ ФЕДЕРАЦИИ.",1
s_16_5_стороны_гарантируют_осуществление_надлежащего_разбирательства_по_фактам_нарушения_пунктов_1_и_2_настоящей_антикоррупционной_оговорки_с_соблюдением_принципов_конфиденциальности_и_применение_эффективных_мер_по_предотвращению_возможных_конфликтных_ситуаций_стороны_гарантируют_отсутствие_негативных_последствий_как_для_уведомившей_стороны_в_целом_так_и_для_конкретных_работников_уведомившей_стороны_сообщивших_о_факте_нарушений,"16.5. СТОРОНЫ ГАРАНТИРУЮТ ОСУЩЕСТВЛЕНИЕ НАДЛЕЖАЩЕГО РАЗБИРАТЕЛЬСТВА ПО ФАКТАМ НАРУШЕНИЯ ПУНКТОВ 1 И 2 НАСТОЯЩЕЙ АНТИКОРРУПЦИОННОЙ ОГОВОРКИ С СОБЛЮДЕНИЕМ ПРИНЦИПОВ КОНФИДЕНЦИАЛЬНОСТИ И ПРИМЕНЕНИЕ ЭФФЕКТИВНЫХ МЕР ПО ПРЕДОТВРАЩЕНИЮ ВОЗМОЖНЫХ КОНФЛИКТНЫХ СИТУАЦИЙ. СТОРОНЫ ГАРАНТИРУЮТ ОТСУТСТВИЕ НЕГАТИВНЫХ ПОСЛЕДСТВИЙ КАК ДЛЯ УВЕДОМИВШЕЙ СТОРОНЫ В ЦЕЛОМ, ТАК И ДЛЯ КОНКРЕТНЫХ РАБОТНИКОВ УВЕДОМИВШЕЙ СТОРОНЫ, СООБЩИВШИХ О ФАКТЕ НАРУШЕНИЙ.",1
приложение_no_7_акт_сверки_расчетов_приложение_no_8_акт_об_исполнении_обязательств_по_контракту,ПРИЛОЖЕНИЕ № 7 – АКТ СВЕРКИ РАСЧЕТОВ; / ПРИЛОЖЕНИЕ № 8 – АКТ ОБ ИСПОЛНЕНИИ ОБЯЗАТЕЛЬСТВ ПО КОНТРАКТУ.,1
спецификация_приложение_no_2_к_контракту,СПЕЦИФИКАЦИЯ / ПРИЛОЖЕНИЕ № 2 К КОНТРАКТУ,1
акт_приема_передачи_оборудования_по_контракту,АКТ ПРИЕМА-ПЕРЕДАЧИ ОБОРУДОВАНИЯ / ПО КОНТРАКТУ,1
s_1_поставщик_поставил_а_заказчик_получатель_принял_следующее_оборудование_согласно_спецификации_приложение_no_1_к_контракту,"1. ПОСТАВЩИК ПОСТАВИЛ, А ЗАКАЗЧИК (ПОЛУЧАТЕЛЬ) ПРИНЯЛ СЛЕДУЮЩЕЕ ОБОРУДОВАНИЕ СОГЛАСНО СПЕЦИФИКАЦИИ (ПРИЛОЖЕНИЕ № 1 К КОНТРАКТУ):",1
s_1_6_количество_в_единицах_измерения,1.6. КОЛИЧЕСТВО В ЕДИНИЦАХ ИЗМЕРЕНИЯ: __________;,1
s_2_приемка_оборудования_произведена_следующим_образом,2. ПРИЕМКА ОБОРУДОВАНИЯ ПРОИЗВЕДЕНА СЛЕДУЮЩИМ ОБРАЗОМ:,1
s_3_к_настоящему_акту_прилагаются_следующие_документы_подтверждающие_поставку_оборудования,"3. К НАСТОЯЩЕМУ АКТУ ПРИЛАГАЮТСЯ СЛЕДУЮЩИЕ ДОКУМЕНТЫ, ПОДТВЕРЖДАЮЩИЕ ПОСТАВКУ ОБОРУДОВАНИЯ:",1
сводный_реестр_товарных_накладных_на_поставку_оборудования,СВОДНЫЙ РЕЕСТР / ТОВАРНЫХ НАКЛАДНЫХ НА ПОСТАВКУ ОБОРУДОВАНИЯ,1
приложение_no_4_к_контракту,ПРИЛОЖЕНИЕ № 4 К КОНТРАКТУ,1
приложение_no_5_к_контракту,ПРИЛОЖЕНИЕ № 5 К КОНТРАКТУ,1
приложение_no_6_к_контракту,ПРИЛОЖЕНИЕ № 6 К КОНТРАКТУ,1
приложение_no_8_к_контракту,ПРИЛОЖЕНИЕ № 8 К КОНТРАКТУ,1
s_1_2_количество_и_технические_характеристики_товара_поставляемого_в_соответствии_с_настоящим_контрактом_указаны_в_приложениях_nono_которые_является_неотъемлемой_частью_настоящего_контракта,"1.2.	КОЛИЧЕСТВО И ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ ТОВАРА, ПОСТАВЛЯЕМОГО В СООТВЕТСТВИИ С НАСТОЯЩИМ КОНТРАКТОМ, УКАЗАНЫ В ПРИЛОЖЕНИЯХ №№_________, КОТОРЫЕ ЯВЛЯЕТСЯ НЕОТЪЕМЛЕМОЙ ЧАСТЬЮ НАСТОЯЩЕГО КОНТРАКТА.",1
s_3_условия_оплаты_3_1_платежи_по_настоящему_контракту_осуществляются_покупателем_в_следующем_порядке,3. УСЛОВИЯ ОПЛАТЫ / 3.1.	ПЛАТЕЖИ ПО НАСТОЯЩЕМУ КОНТРАКТУ ОСУЩЕСТВЛЯЮТСЯ ПОКУПАТЕЛЕМ В СЛЕДУЮЩЕМ ПОРЯДКЕ:,1
s_4_2_качество_товара_удостоверяется_соответствующим_сертификатом_качества_выдаваемым_производителем_товара,"4.2. КАЧЕСТВО ТОВАРА УДОСТОВЕРЯЕТСЯ СООТВЕТСТВУЮЩИМ СЕРТИФИКАТОМ КАЧЕСТВА, ВЫДАВАЕМЫМ ПРОИЗВОДИТЕЛЕМ ТОВАРА.",1
